Name,Rating,Review,C-Type,HQ,Old,Employees,Site,Sector
BEML,,(409 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 26 more",58 years old,5k-10k Employees (India),,
UNITED COLORS OF...,,(408 Reviews),Private,"Gurgaon/Gurugram,Haryana + 57 more",30 years old,201-500 Employees (India),,
Care Hospital,,(407 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 25 more",25 years old,1k-5k Employees (India),,
Deepak Nitrite,,(407 Reviews),Public,"Vadodara/Baroda,Gujarat + 10 more",52 years old,1k-5k Employees (India),,
Deepak Fertilis...,,(407 Reviews),Public,"Pune,Maharashtra + 34 more",43 years old,1k-5k Employees (India),,
KMV Projects,,(406 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 40 more",15 years old,1k-5k Employees (India),,
Epicenter Techno...,,(406 Reviews),Private,"Mumbai,Maharashtra + 4 more",21 years old,1k-5k Employees (India),,
Nityo Infotech,,(406 Reviews),Private,Plainsboro New Jersey + 22 more,16 years old,501-1k Employees (India),,
Shilpa Medicare,,(406 Reviews),Public,"Raichur,Karnataka + 20 more",35 years old,1k-5k Employees (India),,
Renault,,(696 Reviews),Private,Boulogne Billancourt Cedex + 130 more,124 years old,10k-50k Employees (India),,
Turbo Energy,,(405 Reviews),Private,"Chennai,Tamil Nadu + 16 more",39 years old,1k-5k Employees (India),,
Linde India,,(404 Reviews),Public,Pullach + 36 more,143 years old,1k-5k Employees (India),,
GE Healthcare,,(403 Reviews),Private,Chicago + 22 more,28 years old,10k-50k Employees (India),,
H.G. Infra Engin...,,(403 Reviews),Public,"Jaipur,Rajasthan + 44 more",19 years old,1k-5k Employees (India),,
Diebold Nixdorf,,(403 Reviews),Private,"North Canton,Ohio + 33 more",30 years old,1k-5k Employees (India),,
Ramky Infrastruc...,,(402 Reviews),Public,Hyderabad + 44 more,28 years old,1k-5k Employees (India),,
Saudi Aramco,,(478 Reviews),Government,Dhahran + 26 more,89 years old,1k-5k Employees (India),,
Centum Learning,,(401 Reviews),Private,"Delhi/NCR,New Delhi + 63 more",15 years old,1k-5k Employees (India),,
H&M,,(401 Reviews),Private,"Stockholm,Stockholm + 29 more",75 years old,5k-10k Employees (India),,
Central Public W...,,(401 Reviews),Private,"Delhi/NCR,New Delhi + 90 more",168 years old,10k-50k Employees (India),,
Reliance AJIO,,(401 Reviews),Bengaluru + 114 more,6 years old,1k-5k Employees (India),,,
Central Public W...,,(401 Reviews),Private,"Delhi/NCR,New Delhi + 90 more",168 years old,10k-50k Employees (India),,
Brillio,,(401 Reviews),Private,"Santa Clara,California + 7 more",8 years old,1k-5k Employees (India),,
Ameriprise Finan...,,(401 Reviews),Private,"Minneapolis,Minnesota + 6 more",128 years old,1k-5k Employees (India),,
HBL Global,,(400 Reviews),Private,"Mumbai,Maharashtra + 76 more",22 years old,11-50 Employees (India),,
Oriental Structu...,,(400 Reviews),Private,"Delhi/NCR,Delhi + 43 more",36 years old,1k-5k Employees (India),,
ATS Infrastructu...,,(399 Reviews),Private,"Noida,Uttar Pradesh + 9 more",24 years old,1k-5k Employees (India),,
Rao IIT Academy,,(399 Reviews),Private,"Mumbai,Maharashtra + 18 more",8 years old,11-50 Employees (India),,
Jyothy Laborator...,,(399 Reviews),Private,"Mumbai,Maharashtra + 85 more",39 years old,1k-5k Employees (India),,
India Cements,,(399 Reviews),Public,"Chennai,Tamil Nadu + 56 more",76 years old,1k-5k Employees (India),,
Yatra,,(398 Reviews),Private,"Gurgaon,Haryana + 18 more",16 years old,1k-5k Employees (India),,
Somany Ceramics,,(398 Reviews),Public,"Noida,Uttar Pradesh + 45 more",54 years old,1k-5k Employees (India),,
Kotak Mahindra P...,,(398 Reviews),Public,"Mumbai,Maharashtra + 71 more",26 years old,10k-50k Employees (India),,
Hi Tech Gears,,(398 Reviews),Public,"Gurgaon/Gurugram,Haryana + 29 more",36 years old,501-1k Employees (India),,
le méridien,,(398 Reviews),Private,Paris + 20 more,50 years old,5k-10k Employees (India),,
MALABAR GOLD AND...,,(398 Reviews),Private,Kozhikode + 61 more,29 years old,10k-50k Employees (India),,
Courtyard by Mar...,,(398 Reviews),Public,"Bethesda,Maryland + 30 more",95 years old,1k-5k Employees (India),,
Creambell,,(398 Reviews),Private,"Baddi,Himachal Pradesh + 64 more",31 years old,201-500 Employees (India),,
Essjay Ericsson,,(398 Reviews),Private,Delhi + 71 more,51 years old,1k-5k Employees (India),,
Parag Milk Foods,,(397 Reviews),Public,"Mumbai,Maharashtra + 49 more",30 years old,1k-5k Employees (India),,
Amphenol Interco...,,(397 Reviews),Private,"Pune,Maharashtra + 7 more",50 years old,51-200 Employees (India),,
Saudi Binladin G...,,(397 Reviews),Private,"Jeddah,Riyadh + 23 more",91 years old,201-500 Employees (India),,
PayPal,,(397 Reviews),Private,"San Jose,California + 7 more",24 years old,5k-10k Employees (India),,
CreditAccess Gra...,,(397 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 112 more",23 years old,10k-50k Employees (India),,
Fusion BPO Servi...,,(397 Reviews),Private,"Draper,Utah + 11 more",18 years old,1k-5k Employees (India),,
Aisin Automotive...,,(397 Reviews),"Gurgaon/Gurugram,Haryana + 16 more",11 years old,201-500 Employees (India),,,
Collins Aerospa...,,(709 Reviews),Private,"Charlotte,North Carolina + 3 more",4 years old,1k-5k Employees (India),,
Thriveni Earthmo...,,(396 Reviews),Private,"Salem,Tamil Nadu + 25 more",31 years old,5k-10k Employees (India),,
Amtek Auto,,(396 Reviews),Public,"Delhi/NCR,New Delhi + 30 more",37 years old,1k-5k Employees (India),,
TDK India,,(395 Reviews),Private,Nashik + 19 more,2022 years old,1k-5k Employees (India),,
TDK India,,(395 Reviews),Private,Nashik + 19 more,2022 years old,1k-5k Employees (India),,
Akal Information...,,(395 Reviews),Private,"Delhi/NCR,New Delhi + 22 more",23 years old,501-1k Employees (India),,
Times Group,,(1.5k Reviews),Private,"Mumbai,Maharashtra + 40 more",184 years old,5k-10k Employees (India),,
Target,,(394 Reviews),Private,"Minneapolis,Minnesota + 8 more",120 years old,1k-5k Employees (India),,
Tata Hitachi Con...,,(394 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 51 more",23 years old,1k-5k Employees (India),,
Steel Authority ...,,(394 Reviews),Public,"Delhi/NCR,Delhi + 27 more",68 years old,10k-50k Employees (India),,
Shaktiman Tirth ...,,(394 Reviews),Private,"Rajkot,Gujarat + 31 more",25 years old,1k-5k Employees (India),,
McDermott Intern...,,(393 Reviews),Public,"Houston,Texas + 21 more",99 years old,1k-5k Employees (India),,
Rupeek,,(393 Reviews),Private,"Bangalore,Karnataka + 34 more",7 years old,1k-5k Employees (India),,
Incedo,,(393 Reviews),Private,"Iselin,New Jersey + 7 more",11 years old,1k-5k Employees (India),,
AVTEC,,(392 Reviews),Private,"Delhi/NCR,New Delhi + 14 more",17 years old,501-1k Employees (India),,
Merino Industrie...,,(586 Reviews),Public,"Delhi/NCR,Delhi + 36 more",54 years old,501-1k Employees (India),,
Sun Life Financi...,,(391 Reviews),Private,"Toronto,Ontario + 3 more",157 years old,1k-5k Employees (India),,
NBTC GROUP,,(391 Reviews),Private,Al Ahmadi + 23 more,45 years old,501-1k Employees (India),,
Rane Engine Valv...,,(390 Reviews),Public,"Chennai,Tamil Nadu + 13 more",63 years old,501-1k Employees (India),,
Temenos,,(390 Reviews),Private,"Geneva,Geneva + 5 more",29 years old,1k-5k Employees (India),,
Mynd Solutions P...,,(390 Reviews),Private,"Kelowna,British Columbia + 25 more",20 years old,1k-5k Employees (India),,
Luminas Pharmace...,,(390 Reviews),Mumbai + 38 more,,,,,
Fino Paytech,,(1.1k Reviews),"Mumbai,Maharashtra + 93 more",16 years old,51-200 Employees (India),,,
Carborundum Univ...,,(408 Reviews),Public,"Chennai,Tamil Nadu + 25 more",68 years old,1k-5k Employees (India),,
Intel,,(394 Reviews),Private,"Santa Clara,California + 19 more",54 years old,10k-50k Employees (India),,
Prodapt Solution...,,(389 Reviews),Private,"Chennai,Tamil Nadu + 6 more",23 years old,1k-5k Employees (India),,
Titan Eye Plus,,(389 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 88 more",15 years old,5k-10k Employees (Global),,
Rico Auto Indust...,,(389 Reviews),Public,"Gurgaon/Gurugram,Haryana + 18 more",39 years old,1k-5k Employees (India),,
Samunnati Financ...,,(389 Reviews),Private,"Chennai,Tamil Nadu + 46 more",8 years old,501-1k Employees (India),,
Rentokil Pest Co...,,(389 Reviews),Private,"Mumbai,Maharashtra + 78 more",68 years old,501-1k Employees (India),,
Magneti Marelli ...,,(388 Reviews),Private,Pune + 14 more,14 years old,11-50 Employees (India),,
Geojit Financial...,,(388 Reviews),Public,Kochi + 106 more,35 years old,1k-5k Employees (India),,
Orchids Internat...,,(388 Reviews),Private,"Nasik/Nashik,Maharashtra + 15 more",18 years old,501-1k Employees (Global),,
HighRadius,,(388 Reviews),Private,"Houston,Texas + 3 more",16 years old,1k-5k Employees (India),,
Netscribes,,(388 Reviews),Private,"New York,New York + 3 more",22 years old,1k-5k Employees (India),,
Amul,,(388 Reviews),Private,"Anand,Gujrat + 94 more",76 years old,1k-5k Employees (India),,
PUMA,,(388 Reviews),Private,"Herzogenaurach,Herzogenaurach + 59 more",74 years old,1k-5k Employees (India),,
Muthoot Microfin,,(388 Reviews),Private,"Ernakulam,Kerala + 118 more",7 years old,5k-10k Employees (India),,
TCNS Clothing Co...,,(432 Reviews),Public,"Delhi/NCR,Delhi + 65 more",21 years old,501-1k Employees (India),,
House Of Anita D...,,(387 Reviews),Private,"Navi Mumbai,Maharashtra + 39 more",24 years old,1k-5k Employees (India),,
Ag Industries,,(387 Reviews),Private,"Delhi/NCR,New Delhi + 14 more",31 years old,201-500 Employees (India),,
Cox & Kings,,(506 Reviews),Private,"Mumbai,Maharashtra + 48 more",264 years old,1k-5k Employees (India),,
Ups Logistics,,(466 Reviews),Private,"Atlanta,Georgia + 25 more",115 years old,1k-5k Employees (India),,
Fleetguard Filte...,,(391 Reviews),Private,"Pune,Maharashtra + 52 more",35 years old,50k-1 Lakh Employees (India),,
Medreich,,(386 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",49 years old,1k-5k Employees (India),,
Levi Strauss & C...,,(387 Reviews),Public,"San Francisco,California + 62 more",169 years old,1k-5k Employees (India),,
Avalon Technolog...,,(385 Reviews),Private,"Chennai,Tamil Nadu + 8 more",20 years old,501-1k Employees (India),,
Voltech,,(385 Reviews),Private,"Chennai,Tamil Nadu + 26 more",34 years old,501-1k Employees (India),,
MattsenKumar,,(385 Reviews),Private,"Woodburn,Oregon + 6 more",12 years old,1k-5k Employees (India),,
Cloudnine Hospit...,,(384 Reviews),JV,"Bangalore,Karnataka + 18 more",15 years old,1k-5k Employees (India),,
K Raheja Corp,,(2.4k Reviews),Private,Mumbai + 15 more,66 years old,1k-5k Employees (India),,
Lionbridge Techn...,,(382 Reviews),Private,"Beijing,Beijing Shi + 10 more",26 years old,1k-5k Employees (India),,
Lovely Professio...,,(382 Reviews),Private,"Phagwara,Punjab + 16 more",17 years old,1k-5k Employees (India),,
PharmEasy,,(1.7k Reviews),Private,"Mumbai,Maharashtra + 29 more",7 years old,1k-5k Employees (India),,
Franklin Templet...,,(551 Reviews),Private,San Mateo + 13 more,75 years old,1k-5k Employees (India),,
Vadilal Industri...,,(384 Reviews),Public,"Ahmedabad,Gujrat + 53 more",115 years old,501-1k Employees (India),,
Army Public Scho...,,(381 Reviews),Private,"Delhi/NCR,New Delhi + 68 more",48 years old,5k-10k Employees (Global),,
Y-Axis Overseas ...,,(380 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",23 years old,1k-5k Employees (India),,
Essel Propack,,(380 Reviews),Public,"Mumbai,Maharashtra + 22 more",38 years old,1k-5k Employees (India),,
Greenply,,(380 Reviews),Public,"Gurgaon/Gurugram,Haryana + 60 more",38 years old,1k-5k Employees (India),,
Coal India,,(920 Reviews),Public,"Kolkata,West Bengal + 42 more",47 years old,1 Lakh+ Employees (India),,
CNH Industrial,,(791 Reviews),Public,London + 41 more,9 years old,1k-5k Employees (India),,
Renovision Autom...,,(379 Reviews),Private,New Delhi + 55 more,16 years old,1k-5k Employees (India),,
ChannelPlay,,(379 Reviews),Private,"Gurgaon/Gurugram,Haryana + 45 more",16 years old,1k-5k Employees (India),,
Primus Global Te...,,(378 Reviews),Private,"Irving,Texas + 23 more",20 years old,11-50 Employees (India),,
Genesys Internat...,,(377 Reviews),Public,"Mumbai,Maharashtra + 10 more",27 years old,1k-5k Employees (India),,
Wockhardt Hospit...,,(377 Reviews),Private,"Mumbai,Maharashtra + 15 more",49 years old,1k-5k Employees (India),,
Capital Numbers ...,,(376 Reviews),Private,"Kolkata,West Bengal + 2 more",10 years old,501-1k Employees (India),,
Centre for Devel...,,(376 Reviews),Private,"Pune,Maharashtra + 19 more",34 years old,1k-5k Employees (India),,
Qatar Airways,,(376 Reviews),Private,Doha + 15 more,29 years old,5k-10k Employees (India),,
Rohan Builders,,(375 Reviews),Private,"Pune,Maharashtra + 30 more",29 years old,1k-5k Employees (India),,
Shivam Autotech,,(375 Reviews),Public,"Gurgaon/Gurugram,Haryana + 15 more",24 years old,501-1k Employees (India),,
Vijai Electrical...,,(375 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 35 more",49 years old,5k-10k Employees (India),,
Wuerth,,(375 Reviews),Private,"Mumbai,Maharashtra + 43 more",28 years old,1k-5k Employees (India),,
Lowe's,,(375 Reviews),Private,Mooresville + 4 more,76 years old,1k-5k Employees (India),,
Tata Consumer Pr...,,(462 Reviews),Public,"Mumbai,Maharashtra + 81 more",60 years old,1k-5k Employees (India),,
Neeyamo Enterpri...,,(374 Reviews),Private,"Chennai,Tamil Nadu + 5 more",13 years old,1k-5k Employees (India),,
BSCPL Infrastruc...,,(374 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 33 more",50 years old,1k-5k Employees (India),,
Jubilant Generic...,,(374 Reviews),Private,"Noida,Uttar Pradesh + 13 more",9 years old,5k-10k Employees (India),,
India Shelter Fi...,,(374 Reviews),Private,"Gurgaon,Haryana + 92 more",12 years old,1k-5k Employees (India),,
Sayaji Hotels,,(374 Reviews),Public,"Indore,Madhya Pradesh + 21 more",35 years old,1k-5k Employees (India),,
NetCracker,,(374 Reviews),Private,Waltham + 5 more,29 years old,1k-5k Employees (India),,
Travel Food Serv...,,(373 Reviews),Private,"Mumbai,Maharashtra + 19 more",13 years old,1k-5k Employees (India),,
Gestamp,,(373 Reviews),Private,"Madrid,Community Of Madrid + 5 more",25 years old,501-1k Employees (India),,
Test Yantra Soft...,,(373 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 9 more",15 years old,1k-5k Employees (India),,
Guardian India,,(372 Reviews),Private,"York Way,London + 6 more",23 years old,1k-5k Employees (India),,
Affinity Express,,(372 Reviews),Private,"Noida,Uttar Pradesh + 3 more",22 years old,1k-5k Employees (India),,
JK Paper,,(372 Reviews),Public,"Delhi/NCR,Delhi + 22 more",60 years old,1k-5k Employees (India),,
My Home Industri...,,(372 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 39 more",25 years old,201-500 Employees (India),,
MPS,,(372 Reviews),Public,"Noida,Uttar Pradesh + 15 more",52 years old,1k-5k Employees (India),,
Labcorp Drug Dev...,,(372 Reviews),"Wilmington,North Carolina + 6 more",40 years old,5k-10k Employees (India),,,
T-Systems,,(371 Reviews),Public,Frankfurt + 5 more,22 years old,1k-5k Employees (India),,
IBS Software Ser...,,(371 Reviews),Private,"Thiruvananthapuram,Kerala + 7 more",25 years old,1k-5k Employees (India),,
Cairn Energy,,(371 Reviews),Private,"Edinburgh,Edinburgh + 19 more",41 years old,1k-5k Employees (India),,
SourceHOV,,(371 Reviews),Chennai + 8 more,1k-5k Employees (India),,,,
Ashirvad Pipes,,(370 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 54 more",47 years old,1k-5k Employees (India),,
NRB Bearings,,(370 Reviews),Public,"Mumbai,Maharashtra + 16 more",57 years old,1k-5k Employees (India),,
Orient Cement,,(370 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 47 more",43 years old,1k-5k Employees (India),,
City Union Bank,,(370 Reviews),Public,"Thanjavur,Tamil Nadu + 86 more",118 years old,1k-5k Employees (India),,
Jaro Education,,(370 Reviews),Private,"Mumbai,Maharashtra + 14 more",13 years old,501-1k Employees (India),,
Novotel Hotels,,(370 Reviews),Private,Issy Les Moulineaux + 23 more,55 years old,1k-5k Employees (India),,
TÜV NORD,,(370 Reviews),Private,"Mumbai,Maharashtra + 35 more",33 years old,201-500 Employees (India),,
IDFC FIRST Bhara...,,(370 Reviews),Tiruchirappalli + 149 more,6 years old,5k-10k Employees (India),,,
Panasonic Life S...,,(370 Reviews),Mumbai + 53 more,59 years old,1k-5k Employees (India),,,
Al Turki Enterpr...,,(369 Reviews),Private,Muscat + 7 more,17 years old,501-1k Employees (India),,
Wapcos,,(369 Reviews),Private,"Gurgaon/Gurugram,Haryana + 81 more",53 years old,1k-5k Employees (India),,
Leighton Contrac...,,(369 Reviews),Private,"Mumbai,Maharashtra + 16 more",24 years old,501-1k Employees (India),,
3M,,(369 Reviews),Public,"Saint Paul,Minnesota + 36 more",35 years old,1k-5k Employees (India),,
Kidzee,,(369 Reviews),Private,"Ernakulam,Kerala + 94 more",19 years old,1k-5k Employees (India),,
Sunbeam Auto,,(369 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",36 years old,1k-5k Employees (India),,
Toyo Engineeerin...,,(369 Reviews),Private,Mumbai + 24 more,46 years old,1k-5k Employees (India),,
Ess Kay Fincorp,,(369 Reviews),Public,Jaipur + 103 more,28 years old,5k-10k Employees (India),,
Silaris Informat...,,(368 Reviews),Private,"Delhi/NCR,Delhi + 15 more",11 years old,1k-5k Employees (India),,
Bahwan Engineeri...,,(368 Reviews),Private,Ruwi + 16 more,45 years old,201-500 Employees (India),,
Mindarika,,(368 Reviews),JV,"Gurgaon/Gurugram,Haryana + 14 more",30 years old,1k-5k Employees (India),,
K12 Techno Servi...,,(368 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",12 years old,1k-5k Employees (India),,
The Times of Ind...,,(367 Reviews),Private,New Delhi + 47 more,184 years old,5k-10k Employees (India),,
Credence Resourc...,,(367 Reviews),LLC,"Dallas,Texas + 1 more",8 years old,501-1k Employees (India),,
Financial Softwa...,,(367 Reviews),Private,Chennai + 22 more,31 years old,1k-5k Employees (India),,
Transport Corpor...,,(735 Reviews),Public,Gurgaon + 58 more,64 years old,5k-10k Employees (India),,
Hilton,,(476 Reviews),Private,"Mclean,Virginia + 25 more",103 years old,1k-5k Employees (India),,
Times Internet,,(426 Reviews),Public,"Gurgaon,Haryana + 19 more",23 years old,5k-10k Employees (India),,
Quality Austria ...,,(366 Reviews),Private,"Delhi/NCR,Delhi + 33 more",12 years old,201-500 Employees (India),,
Gionee,,(366 Reviews),Private,Shenzhen + 99 more,9 years old,501-1k Employees (India),,
Surya Roshni,,(365 Reviews),Public,"Delhi/NCR,Delhi + 48 more",49 years old,51-200 Employees (India),,
Vijay Sales,,(365 Reviews),Private,"Mumbai,Maharashtra + 30 more",55 years old,1k-5k Employees (India),,
Schoolnet India,,(365 Reviews),Public,"Noida,Uttar Pradesh + 81 more",25 years old,51-200 Employees (India),,
V-Trans,,(365 Reviews),Public,"Mumbai,Maharashtra + 56 more",64 years old,1k-5k Employees (India),,
